WELL_PERMIT_NUM	OPERATOR	COUNTY	MUNICIPALITY	LATITUDE	LONGITUDE	START_DATE	PROD_PERIOD	PROD_PERIOD_MAX	OIL_BBL_MODEL	GAS_MCF_MODEL	GAS_MCF_MODEL_CUMSUM	OIL_BBL_MODEL_CUMSUM	PROD_MCFE_MODEL_ZERO	PRODUCTION_DATE_MODEL	PROD_MCFE	PROD_MCFE_MODEL	GAS_MCF_MODEL_NA	GAS_MCF_MODEL_ZERO	OIL_BBL_MODEL_ZERO	DATE_MODEL	PROD_MCFE_MODEL_NA	
035-21264	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195056	-77.687722	2012-10-01	62	37	0	14288.25841	2233041.28	0	14288.25841	2017-12-01	14288.25841	14288.25841	14288.25841	14288.25841	0	2017-12-01	14288.25841	
035-21264	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195056	-77.687722	2012-10-01	74	37	0	10570.37398	2379223.099	0	10570.37398	2018-12-01	10570.37398	10570.37398	10570.37398	10570.37398	0	2018-12-01	10570.37398	
035-21264	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195056	-77.687722	2012-10-01	86	37	0	7819.903789	2487367.595	0	7819.903789	2019-12-01	7819.903789	7819.903789	7819.903789	7819.903789	0	2019-12-01	7819.903789	
035-21273	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195094	-77.687706	2012-08-01	52	39	0	30116.3744	1808200.184	0	30116.3744	2016-12-01	30116.3744	30116.3744	30116.3744	30116.3744	0	2016-12-01	30116.3744	
035-21273	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195094	-77.687706	2012-08-01	64	39	0	22279.92602	2116317.96	0	22279.92602	2017-12-01	22279.92602	22279.92602	22279.92602	22279.92602	0	2017-12-01	22279.92602	
035-21273	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195094	-77.687706	2012-08-01	76	39	0	16482.56516	2344261.773	0	16482.56516	2018-12-01	16482.56516	16482.56516	16482.56516	16482.56516	0	2018-12-01	16482.56516	
035-21273	ANADARKO E&P ONSHORE LLC	CLINTON	BEECH CREEK	41.195094	-77.687706	2012-08-01	88	39	0	12193.70989	2512893.337	0	12193.70989	2019-12-01	12193.70989	12193.70989	12193.70989	12193.70989	0	2019-12-01	12193.70989	
081-20145	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381291	-77.527719	2010-11-01	73	60	0	21795.59583	4125998.477	0	21795.59583	2016-12-01	21795.59583	21795.59583	21795.59583	21795.59583	0	2016-12-01	21795.59583	
081-20145	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381291	-77.527719	2010-11-01	85	60	0	16124.26039	4348987.154	0	16124.26039	2017-12-01	16124.26039	16124.26039	16124.26039	16124.26039	0	2017-12-01	16124.26039	
081-20145	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381291	-77.527719	2010-11-01	97	60	0	11928.63801	4513952.936	0	11928.63801	2018-12-01	11928.63801	11928.63801	11928.63801	11928.63801	0	2018-12-01	11928.63801	
081-20145	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381291	-77.527719	2010-11-01	109	60	0	8824.739956	4635993.702	0	8824.739956	2019-12-01	8824.739956	8824.739956	8824.739956	8824.739956	0	2019-12-01	8824.739956	
081-20146	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381419	-77.527653	2010-11-01	73	60	0	28253.97767	5092501.923	0	28253.97767	2016-12-01	28253.97767	28253.97767	28253.97767	28253.97767	0	2016-12-01	28253.97767	
081-20146	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381419	-77.527653	2010-11-01	85	60	0	20902.1353	5381565.694	0	20902.1353	2017-12-01	20902.1353	20902.1353	20902.1353	20902.1353	0	2017-12-01	20902.1353	
081-20146	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381419	-77.527653	2010-11-01	97	60	0	15463.28326	5595413.461	0	15463.28326	2018-12-01	15463.28326	15463.28326	15463.28326	15463.28326	0	2018-12-01	15463.28326	
081-20146	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381419	-77.527653	2010-11-01	109	60	0	11439.65082	5753616.848	0	11439.65082	2019-12-01	11439.65082	11439.65082	11439.65082	11439.65082	0	2019-12-01	11439.65082	
081-20148	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343832	-77.258747	2010-12-01	72	59	0	14860.33838	2435273.526	0	14860.33838	2016-12-01	14860.33838	14860.33838	14860.33838	14860.33838	0	2016-12-01	14860.33838	
081-20148	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343832	-77.258747	2010-12-01	84	59	0	10993.59556	2587308.241	0	10993.59556	2017-12-01	10993.59556	10993.59556	10993.59556	10993.59556	0	2017-12-01	10993.59556	
081-20148	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343832	-77.258747	2010-12-01	96	59	0	8133.000756	2699782.677	0	8133.000756	2018-12-01	8133.000756	8133.000756	8133.000756	8133.000756	0	2018-12-01	8133.000756	
081-20148	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343832	-77.258747	2010-12-01	108	59	0	6016.748655	2782990.638	0	6016.748655	2019-12-01	6016.748655	6016.748655	6016.748655	6016.748655	0	2019-12-01	6016.748655	
081-20181	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380753	-77.522047	2011-02-01	70	57	0	25068.79494	3558176.293	0	25068.79494	2016-12-01	25068.79494	25068.79494	25068.79494	25068.79494	0	2016-12-01	25068.79494	
081-20181	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380753	-77.522047	2011-02-01	82	57	0	18545.75485	3814652.761	0	18545.75485	2017-12-01	18545.75485	18545.75485	18545.75485	18545.75485	0	2017-12-01	18545.75485	
081-20181	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380753	-77.522047	2011-02-01	94	57	0	13720.04613	4004392.623	0	13720.04613	2018-12-01	13720.04613	13720.04613	13720.04613	13720.04613	0	2018-12-01	13720.04613	
081-20181	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380753	-77.522047	2011-02-01	106	57	0	10150.0137	4144761.116	0	10150.0137	2019-12-01	10150.0137	10150.0137	10150.0137	10150.0137	0	2019-12-01	10150.0137	
081-20191	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380722	-77.521831	2011-02-01	70	57	0	22671.4309	3240805.631	0	22671.4309	2016-12-01	22671.4309	22671.4309	22671.4309	22671.4309	0	2016-12-01	22671.4309	
081-20191	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380722	-77.521831	2011-02-01	82	57	0	16772.19829	3472754.894	0	16772.19829	2017-12-01	16772.19829	16772.19829	16772.19829	16772.19829	0	2017-12-01	16772.19829	
081-20191	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380722	-77.521831	2011-02-01	94	57	0	12407.97887	3644349.667	0	12407.97887	2018-12-01	12407.97887	12407.97887	12407.97887	12407.97887	0	2018-12-01	12407.97887	
081-20191	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380722	-77.521831	2011-02-01	106	57	0	9179.35365	3771294.524	0	9179.35365	2019-12-01	9179.35365	9179.35365	9179.35365	9179.35365	0	2019-12-01	9179.35365	
081-20192	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380731	-77.521886	2011-02-01	70	57	0	21104.45086	3202531.124	0	21104.45086	2016-12-01	21104.45086	21104.45086	21104.45086	21104.45086	0	2016-12-01	21104.45086	
081-20192	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380731	-77.521886	2011-02-01	82	57	0	15612.95518	3418448.763	0	15612.95518	2017-12-01	15612.95518	15612.95518	15612.95518	15612.95518	0	2017-12-01	15612.95518	
081-20192	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380731	-77.521886	2011-02-01	94	57	0	11550.37727	3578183.429	0	11550.37727	2018-12-01	11550.37727	11550.37727	11550.37727	11550.37727	0	2018-12-01	11550.37727	
081-20192	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380731	-77.521886	2011-02-01	106	57	0	8544.904768	3696354.246	0	8544.904768	2019-12-01	8544.904768	8544.904768	8544.904768	8544.904768	0	2019-12-01	8544.904768	
081-20193	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380744	-77.521992	2011-02-01	70	57	0	23577.56669	3483294.784	0	23577.56669	2016-12-01	23577.56669	23577.56669	23577.56669	23577.56669	0	2016-12-01	23577.56669	
081-20193	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380744	-77.521992	2011-02-01	82	57	0	17442.5525	3724514.636	0	17442.5525	2017-12-01	17442.5525	17442.5525	17442.5525	17442.5525	0	2017-12-01	17442.5525	
081-20193	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380744	-77.521992	2011-02-01	94	57	0	12903.90318	3902967.74	0	12903.90318	2018-12-01	12903.90318	12903.90318	12903.90318	12903.90318	0	2018-12-01	12903.90318	
081-20193	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380744	-77.521992	2011-02-01	106	57	0	9546.235693	4034986.351	0	9546.235693	2019-12-01	9546.235693	9546.235693	9546.235693	9546.235693	0	2019-12-01	9546.235693	
081-20194	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344905	-77.267819	2011-10-01	62	49	0	30742.24387	5582543.582	0	30742.24387	2016-12-01	30742.24387	30742.24387	30742.24387	30742.24387	0	2016-12-01	30742.24387	
081-20194	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344905	-77.267819	2011-10-01	74	49	0	22742.94077	5897064.568	0	22742.94077	2017-12-01	22742.94077	22742.94077	22742.94077	22742.94077	0	2017-12-01	22742.94077	
081-20194	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344905	-77.267819	2011-10-01	86	49	0	16825.10089	6129745.442	0	16825.10089	2018-12-01	16825.10089	16825.10089	16825.10089	16825.10089	0	2018-12-01	16825.10089	
081-20194	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344905	-77.267819	2011-10-01	98	49	0	12447.11592	6301881.456	0	12447.11592	2019-12-01	12447.11592	12447.11592	12447.11592	12447.11592	0	2019-12-01	12447.11592	
081-20195	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345094	-77.267836	2011-10-01	62	49	0	21932.67051	3361104.423	0	21932.67051	2016-12-01	21932.67051	21932.67051	21932.67051	21932.67051	0	2016-12-01	21932.67051	
081-20195	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345094	-77.267836	2011-10-01	74	49	0	16225.66747	3585495.499	0	16225.66747	2017-12-01	16225.66747	16225.66747	16225.66747	16225.66747	0	2017-12-01	16225.66747	
081-20195	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345094	-77.267836	2011-10-01	86	49	0	12003.65841	3751498.767	0	12003.65841	2018-12-01	12003.65841	12003.65841	12003.65841	12003.65841	0	2018-12-01	12003.65841	
081-20195	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345094	-77.267836	2011-10-01	98	49	0	8880.239628	3874307.059	0	8880.239628	2019-12-01	8880.239628	8880.239628	8880.239628	8880.239628	0	2019-12-01	8880.239628	
081-20197	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345069	-77.267811	2011-10-01	62	49	0	27409.16477	4869434.72	0	27409.16477	2016-12-01	27409.16477	27409.16477	27409.16477	27409.16477	0	2016-12-01	27409.16477	
081-20197	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345069	-77.267811	2011-10-01	74	49	0	20277.14741	5149855.29	0	20277.14741	2017-12-01	20277.14741	20277.14741	20277.14741	20277.14741	0	2017-12-01	20277.14741	
081-20197	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345069	-77.267811	2011-10-01	86	49	0	15000.92071	5357308.865	0	15000.92071	2018-12-01	15000.92071	15000.92071	15000.92071	15000.92071	0	2018-12-01	15000.92071	
081-20197	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.345069	-77.267811	2011-10-01	98	49	0	11097.59758	5510781.865	0	11097.59758	2019-12-01	11097.59758	11097.59758	11097.59758	11097.59758	0	2019-12-01	11097.59758	
081-20198	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380736	-77.521939	2011-02-01	70	57	0	28725.08171	4299201.808	0	28725.08171	2016-12-01	28725.08171	28725.08171	28725.08171	28725.08171	0	2016-12-01	28725.08171	
081-20198	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380736	-77.521939	2011-02-01	82	57	0	21250.65544	4593085.4	0	21250.65544	2017-12-01	21250.65544	21250.65544	21250.65544	21250.65544	0	2017-12-01	21250.65544	
081-20198	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380736	-77.521939	2011-02-01	94	57	0	15721.11652	4810498.844	0	15721.11652	2018-12-01	15721.11652	15721.11652	15721.11652	15721.11652	0	2018-12-01	15721.11652	
081-20198	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.380736	-77.521939	2011-02-01	106	57	0	11630.39443	4971340.098	0	11630.39443	2019-12-01	11630.39443	11630.39443	11630.39443	11630.39443	0	2019-12-01	11630.39443	
081-20206	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344931	-77.267844	2011-10-01	62	49	0	24515.44609	3592458.84	0	24515.44609	2016-12-01	24515.44609	24515.44609	24515.44609	24515.44609	0	2016-12-01	24515.44609	
081-20206	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344931	-77.267844	2011-10-01	74	49	0	18136.39046	3843274.048	0	18136.39046	2017-12-01	18136.39046	18136.39046	18136.39046	18136.39046	0	2017-12-01	18136.39046	
081-20206	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344931	-77.267844	2011-10-01	86	49	0	13417.20063	4028825.742	0	13417.20063	2018-12-01	13417.20063	13417.20063	13417.20063	13417.20063	0	2018-12-01	13417.20063	
081-20206	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.344931	-77.267844	2011-10-01	98	49	0	9925.970291	4166095.851	0	9925.970291	2019-12-01	9925.970291	9925.970291	9925.970291	9925.970291	0	2019-12-01	9925.970291	
081-20212	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381361	-77.527708	2010-10-01	74	61	0	30934.14842	5192210.907	0	30934.14842	2016-12-01	30934.14842	30934.14842	30934.14842	30934.14842	0	2016-12-01	30934.14842	
081-20212	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381361	-77.527708	2010-10-01	86	61	0	22884.91069	5508695.251	0	22884.91069	2017-12-01	22884.91069	22884.91069	22884.91069	22884.91069	0	2017-12-01	22884.91069	
081-20212	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381361	-77.527708	2010-10-01	98	61	0	16930.12945	5742828.606	0	16930.12945	2018-12-01	16930.12945	16930.12945	16930.12945	16930.12945	0	2018-12-01	16930.12945	
081-20212	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.381361	-77.527708	2010-10-01	110	61	0	12524.81546	5916039.157	0	12524.81546	2019-12-01	12524.81546	12524.81546	12524.81546	12524.81546	0	2019-12-01	12524.81546	
081-20226	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343844	-77.258819	2011-09-01	63	50	0	13094.96077	3207348.123	0	13094.96077	2016-12-01	13094.96077	13094.96077	13094.96077	13094.96077	0	2016-12-01	13094.96077	
081-20226	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343844	-77.258819	2011-09-01	75	50	0	9687.579036	3341321.427	0	9687.579036	2017-12-01	9687.579036	9687.579036	9687.579036	9687.579036	0	2017-12-01	9687.579036	
081-20226	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343844	-77.258819	2011-09-01	87	50	0	7166.817007	3440434.131	0	7166.817007	2018-12-01	7166.817007	7166.817007	7166.817007	7166.817007	0	2018-12-01	7166.817007	
081-20226	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343844	-77.258819	2011-09-01	99	50	0	5301.9713	3513757.158	0	5301.9713	2019-12-01	5301.9713	5301.9713	5301.9713	5301.9713	0	2019-12-01	5301.9713	
081-20256	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292655	-77.38909	2011-07-01	65	52	0	37031.80742	4359270.178	0	37031.80742	2016-12-01	37031.80742	37031.80742	37031.80742	37031.80742	0	2016-12-01	37031.80742	
081-20256	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292655	-77.38909	2011-07-01	77	52	0	27395.92485	4738139.094	0	27395.92485	2017-12-01	27395.92485	27395.92485	27395.92485	27395.92485	0	2017-12-01	27395.92485	
081-20256	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292655	-77.38909	2011-07-01	89	52	0	20267.3526	5018424.207	0	20267.3526	2018-12-01	20267.3526	20267.3526	20267.3526	20267.3526	0	2018-12-01	20267.3526	
081-20256	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292655	-77.38909	2011-07-01	101	52	0	14993.67455	5225777.573	0	14993.67455	2019-12-01	14993.67455	14993.67455	14993.67455	14993.67455	0	2019-12-01	14993.67455	
081-20257	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292675	-77.38914	2011-07-01	65	52	0	26752.64919	3250982.081	0	26752.64919	2016-12-01	26752.64919	26752.64919	26752.64919	26752.64919	0	2016-12-01	26752.64919	
081-20257	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292675	-77.38914	2011-07-01	77	52	0	19791.46085	3524685.902	0	19791.46085	2017-12-01	19791.46085	19791.46085	19791.46085	19791.46085	0	2017-12-01	19791.46085	
081-20257	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292675	-77.38914	2011-07-01	89	52	0	14641.61249	3727170.464	0	14641.61249	2018-12-01	14641.61249	14641.61249	14641.61249	14641.61249	0	2018-12-01	14641.61249	
081-20257	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292675	-77.38914	2011-07-01	101	52	0	10831.78336	3876967.415	0	10831.78336	2019-12-01	10831.78336	10831.78336	10831.78336	10831.78336	0	2019-12-01	10831.78336	
081-20258	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292692	-77.389187	2011-07-01	65	52	0	40957.19343	4618198.92	0	40957.19343	2016-12-01	40957.19343	40957.19343	40957.19343	40957.19343	0	2016-12-01	40957.19343	
081-20258	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292692	-77.389187	2011-07-01	77	52	0	30299.90356	5037228.088	0	30299.90356	2017-12-01	30299.90356	30299.90356	30299.90356	30299.90356	0	2017-12-01	30299.90356	
081-20258	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292692	-77.389187	2011-07-01	89	52	0	22415.69987	5347223.533	0	22415.69987	2018-12-01	22415.69987	22415.69987	22415.69987	22415.69987	0	2018-12-01	22415.69987	
081-20258	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.292692	-77.389187	2011-07-01	101	52	0	16583.0099	5576556.436	0	16583.0099	2019-12-01	16583.0099	16583.0099	16583.0099	16583.0099	0	2019-12-01	16583.0099	
081-20264	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343895	-77.258734	2011-09-01	63	50	0	13681.49612	3276642.385	0	13681.49612	2016-12-01	13681.49612	13681.49612	13681.49612	13681.49612	0	2016-12-01	13681.49612	
081-20264	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343895	-77.258734	2011-09-01	75	50	0	10121.49462	3416616.476	0	10121.49462	2017-12-01	10121.49462	10121.49462	10121.49462	10121.49462	0	2017-12-01	10121.49462	
081-20264	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343895	-77.258734	2011-09-01	87	50	0	7487.825339	3520168.529	0	7487.825339	2018-12-01	7487.825339	7487.825339	7487.825339	7487.825339	0	2018-12-01	7487.825339	
081-20264	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343895	-77.258734	2011-09-01	99	50	0	5539.451476	3596775.762	0	5539.451476	2019-12-01	5539.451476	5539.451476	5539.451476	5539.451476	0	2019-12-01	5539.451476	
081-20265	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343886	-77.258681	2011-09-01	63	50	0	17917.82523	2620943.59	0	17917.82523	2016-12-01	17917.82523	17917.82523	17917.82523	17917.82523	0	2016-12-01	17917.82523	
081-20265	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343886	-77.258681	2011-09-01	75	50	0	13255.5073	2804259.164	0	13255.5073	2017-12-01	13255.5073	13255.5073	13255.5073	13255.5073	0	2017-12-01	13255.5073	
081-20265	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343886	-77.258681	2011-09-01	87	50	0	9806.35046	2939875.004	0	9806.35046	2018-12-01	9806.35046	9806.35046	9806.35046	9806.35046	0	2018-12-01	9806.35046	
081-20265	ANADARKO E&P ONSHORE LLC	LYCOMING	CUMMINGS	41.343886	-77.258681	2011-09-01	99	50	0	7254.683445	3040202.847	0	7254.683445	2019-12-01	7254.683445	7254.683445	7254.683445	7254.683445	0	2019-12-01	7254.683445	
081-20269	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385911	-77.511994	2011-03-01	69	56	0	22960.73062	3321347.524	0	22960.73062	2016-12-01	22960.73062	22960.73062	22960.73062	22960.73062	0	2016-12-01	22960.73062	
081-20269	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385911	-77.511994	2011-03-01	81	56	0	16986.22062	3556256.585	0	16986.22062	2017-12-01	16986.22062	16986.22062	16986.22062	16986.22062	0	2017-12-01	16986.22062	
081-20269	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385911	-77.511994	2011-03-01	93	56	0	12566.31139	3730041	0	12566.31139	2018-12-01	12566.31139	12566.31139	12566.31139	12566.31139	0	2018-12-01	12566.31139	
081-20269	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385911	-77.511994	2011-03-01	105	56	0	9296.487169	3858605.742	0	9296.487169	2019-12-01	9296.487169	9296.487169	9296.487169	9296.487169	0	2019-12-01	9296.487169	
081-20270	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385953	-77.511989	2011-03-01	69	56	0	22219.8059	3212115.459	0	22219.8059	2016-12-01	22219.8059	22219.8059	22219.8059	22219.8059	0	2016-12-01	22219.8059	
081-20270	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385953	-77.511989	2011-03-01	81	56	0	16438.08863	3439444.19	0	16438.08863	2017-12-01	16438.08863	16438.08863	16438.08863	16438.08863	0	2017-12-01	16438.08863	
081-20270	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385953	-77.511989	2011-03-01	93	56	0	12160.8064	3607620.718	0	12160.8064	2018-12-01	12160.8064	12160.8064	12160.8064	12160.8064	0	2018-12-01	12160.8064	
081-20270	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385953	-77.511989	2011-03-01	105	56	0	8996.496836	3732036.777	0	8996.496836	2019-12-01	8996.496836	8996.496836	8996.496836	8996.496836	0	2019-12-01	8996.496836	
081-20271	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385747	-77.512011	2011-04-01	68	55	0	25455.48983	3620030.753	0	25455.48983	2016-12-01	25455.48983	25455.48983	25455.48983	25455.48983	0	2016-12-01	25455.48983	
081-20271	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385747	-77.512011	2011-04-01	80	55	0	18831.82958	3880463.46	0	18831.82958	2017-12-01	18831.82958	18831.82958	18831.82958	18831.82958	0	2017-12-01	18831.82958	
081-20271	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385747	-77.512011	2011-04-01	92	55	0	13931.68262	4073130.125	0	13931.68262	2018-12-01	13931.68262	13931.68262	13931.68262	13931.68262	0	2018-12-01	13931.68262	
081-20271	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385747	-77.512011	2011-04-01	104	55	0	10306.5812	4215663.851	0	10306.5812	2019-12-01	10306.5812	10306.5812	10306.5812	10306.5812	0	2019-12-01	10306.5812	
081-20272	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385786	-77.512006	2011-04-01	68	55	0	25806.11244	3802739.596	0	25806.11244	2016-12-01	25806.11244	25806.11244	25806.11244	25806.11244	0	2016-12-01	25806.11244	
081-20272	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385786	-77.512006	2011-04-01	80	55	0	19091.21823	4066759.489	0	19091.21823	2017-12-01	19091.21823	19091.21823	19091.21823	19091.21823	0	2017-12-01	19091.21823	
081-20272	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385786	-77.512006	2011-04-01	92	55	0	14123.5769	4262079.935	0	14123.5769	2018-12-01	14123.5769	14123.5769	14123.5769	14123.5769	0	2018-12-01	14123.5769	
081-20272	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385786	-77.512006	2011-04-01	104	55	0	10448.54352	4406576.914	0	10448.54352	2019-12-01	10448.54352	10448.54352	10448.54352	10448.54352	0	2019-12-01	10448.54352	
081-20273	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385869	-77.511997	2011-03-01	69	56	0	24488.7526	3831352.603	0	24488.7526	2016-12-01	24488.7526	24488.7526	24488.7526	24488.7526	0	2016-12-01	24488.7526	
081-20273	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385869	-77.511997	2011-03-01	81	56	0	18116.64276	4081894.712	0	18116.64276	2017-12-01	18116.64276	18116.64276	18116.64276	18116.64276	0	2017-12-01	18116.64276	
081-20273	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385869	-77.511997	2011-03-01	93	56	0	13402.5914	4267244.369	0	13402.5914	2018-12-01	13402.5914	13402.5914	13402.5914	13402.5914	0	2018-12-01	13402.5914	
081-20273	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385869	-77.511997	2011-03-01	105	56	0	9915.16246	4404365.013	0	9915.16246	2019-12-01	9915.16246	9915.16246	9915.16246	9915.16246	0	2019-12-01	9915.16246	
081-20274	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385828	-77.512003	2011-03-01	69	56	0	35037.73152	3730259.88	0	35037.73152	2016-12-01	35037.73152	35037.73152	35037.73152	35037.73152	0	2016-12-01	35037.73152	
081-20274	ANADARKO E&P ONSHORE LLC	LYCOMING	MCHENRY	41.385828	-77.512003	2011-03-01	81	56	0	25920.71861	4088727.594	0	25920.71861	2017-12-01	25920.71861	25920.71861	25920.71861	25920.71861	0	2017-12-01	25920.71861	
